6.810000 0.000000 0.000000 -0.000000 0.383201 0.000000
6.291620 2.606074 0.000000 -0.146645 0.354031 0.000000
4.815397 4.815397 0.000000 -0.270964 0.270964 0.000000
2.606074 6.291620 0.000000 -0.354031 0.146645 0.000000
0.000000 6.810000 0.000000 -0.383201 0.000000 0.000000
-2.606074 6.291620 0.000000 -0.354031 -0.146645 0.000000
-4.815397 4.815397 0.000000 -0.270964 -0.270964 0.000000
-6.291620 2.606074 0.000000 -0.146645 -0.354031 0.000000
-6.810000 0.000000 0.000000 -0.000000 -0.383201 0.000000
-6.291620 -2.606074 0.000000 0.146645 -0.354031 0.000000
-4.815397 -4.815397 0.000000 0.270964 -0.270964 0.000000
-2.606074 -6.291620 0.000000 0.354031 -0.146645 0.000000
-0.000000 -6.810000 0.000000 0.383201 -0.000000 0.000000
2.606074 -6.291620 0.000000 0.354031 0.146645 0.000000
4.815397 -4.815397 0.000000 0.270964 0.270964 0.000000
6.291620 -2.606074 0.000000 0.146645 0.354031 0.000000
8.640000 0.000000 0.000000 -0.000000 0.340207 0.000000
7.982319 3.306385 0.000000 -0.130192 0.314310 0.000000
6.109403 6.109403 0.000000 -0.240563 0.240563 0.000000
3.306385 7.982319 0.000000 -0.314310 0.130192 0.000000
0.000000 8.640000 0.000000 -0.340207 0.000000 0.000000
-3.306385 7.982319 0.000000 -0.314310 -0.130192 0.000000
-6.109403 6.109403 0.000000 -0.240563 -0.240563 0.000000
-7.982319 3.306385 0.000000 -0.130192 -0.314310 0.000000
-8.640000 0.000000 0.000000 -0.000000 -0.340207 0.000000
-7.982319 -3.306385 0.000000 0.130192 -0.314310 0.000000
-6.109403 -6.109403 0.000000 0.240563 -0.240563 0.000000
-3.306385 -7.982319 0.000000 0.314310 -0.130192 0.000000
-0.000000 -8.640000 0.000000 0.340207 -0.000000 0.000000
3.306385 -7.982319 0.000000 0.314310 0.130192 0.000000
6.109403 -6.109403 0.000000 0.240563 0.240563 0.000000
7.982319 -3.306385 0.000000 0.130192 0.314310 0.000000
8.840000 0.000000 0.000000 -0.000000 0.336336 0.000000
8.167095 3.382922 0.000000 -0.128710 0.310734 0.000000
6.250824 6.250824 0.000000 -0.237826 0.237826 0.000000
3.382922 8.167095 0.000000 -0.310734 0.128710 0.000000
0.000000 8.840000 0.000000 -0.336336 0.000000 0.000000
-3.382922 8.167095 0.000000 -0.310734 -0.128710 0.000000
-6.250824 6.250824 0.000000 -0.237826 -0.237826 0.000000
-8.167095 3.382922 0.000000 -0.128710 -0.310734 0.000000
-8.840000 0.000000 0.000000 -0.000000 -0.336336 0.000000
-8.167095 -3.382922 0.000000 0.128710 -0.310734 0.000000
-6.250824 -6.250824 0.000000 0.237826 -0.237826 0.000000
-3.382922 -8.167095 0.000000 0.310734 -0.128710 0.000000
-0.000000 -8.840000 0.000000 0.336336 -0.000000 0.000000
3.382922 -8.167095 0.000000 0.310734 0.128710 0.000000
6.250824 -6.250824 0.000000 0.237826 0.237826 0.000000
8.167095 -3.382922 0.000000 0.128710 0.310734 0.000000
11.850000 0.000000 0.000000 -0.000000 0.290496 0.000000
10.947972 4.534799 0.000000 -0.111168 0.268384 0.000000
8.379215 8.379215 0.000000 -0.205412 0.205412 0.000000
4.534799 10.947972 0.000000 -0.268384 0.111168 0.000000
0.000000 11.850000 0.000000 -0.290496 0.000000 0.000000
-4.534799 10.947972 0.000000 -0.268384 -0.111168 0.000000
-8.379215 8.379215 0.000000 -0.205412 -0.205412 0.000000
-10.947972 4.534799 0.000000 -0.111168 -0.268384 0.000000
-11.850000 0.000000 0.000000 -0.000000 -0.290496 0.000000
-10.947972 -4.534799 0.000000 0.111168 -0.268384 0.000000
-8.379215 -8.379215 0.000000 0.205412 -0.205412 0.000000
-4.534799 -10.947972 0.000000 0.268384 -0.111168 0.000000
-0.000000 -11.850000 0.000000 0.290496 -0.000000 0.000000
4.534799 -10.947972 0.000000 0.268384 0.111168 0.000000
8.379215 -8.379215 0.000000 0.205412 0.205412 0.000000
10.947972 -4.534799 0.000000 0.111168 0.268384 0.000000
11.930000 0.000000 0.000000 -0.000000 0.289521 0.000000
11.021883 4.565413 0.000000 -0.110795 0.267482 0.000000
8.435784 8.435784 0.000000 -0.204722 0.204722 0.000000
4.565413 11.021883 0.000000 -0.267482 0.110795 0.000000
0.000000 11.930000 0.000000 -0.289521 0.000000 0.000000
-4.565413 11.021883 0.000000 -0.267482 -0.110795 0.000000
-8.435784 8.435784 0.000000 -0.204722 -0.204722 0.000000
-11.021883 4.565413 0.000000 -0.110795 -0.267482 0.000000
-11.930000 0.000000 0.000000 -0.000000 -0.289521 0.000000
-11.021883 -4.565413 0.000000 0.110795 -0.267482 0.000000
-8.435784 -8.435784 0.000000 0.204722 -0.204722 0.000000
-4.565413 -11.021883 0.000000 0.267482 -0.110795 0.000000
-0.000000 -11.930000 0.000000 0.289521 -0.000000 0.000000
4.565413 -11.021883 0.000000 0.267482 0.110795 0.000000
8.435784 -8.435784 0.000000 0.204722 0.204722 0.000000
11.021883 -4.565413 0.000000 0.110795 0.267482 0.000000
12.470000 0.000000 0.000000 -0.000000 0.283183 0.000000
11.520778 4.772062 0.000000 -0.108369 0.261627 0.000000
8.817622 8.817622 0.000000 -0.200240 0.200240 0.000000
4.772062 11.520778 0.000000 -0.261627 0.108369 0.000000
0.000000 12.470000 0.000000 -0.283183 0.000000 0.000000
-4.772062 11.520778 0.000000 -0.261627 -0.108369 0.000000
-8.817622 8.817622 0.000000 -0.200240 -0.200240 0.000000
-11.520778 4.772062 0.000000 -0.108369 -0.261627 0.000000
-12.470000 0.000000 0.000000 -0.000000 -0.283183 0.000000
-11.520778 -4.772062 0.000000 0.108369 -0.261627 0.000000
-8.817622 -8.817622 0.000000 0.200240 -0.200240 0.000000
-4.772062 -11.520778 0.000000 0.261627 -0.108369 0.000000
-0.000000 -12.470000 0.000000 0.283183 -0.000000 0.000000
4.772062 -11.520778 0.000000 0.261627 0.108369 0.000000
8.817622 -8.817622 0.000000 0.200240 0.200240 0.000000
11.520778 -4.772062 0.000000 0.108369 0.261627 0.000000
12.550000 0.000000 0.000000 -0.000000 0.282279 0.000000
11.594688 4.802677 0.000000 -0.108023 0.260792 0.000000
8.874190 8.874190 0.000000 -0.199601 0.199601 0.000000
4.802677 11.594688 0.000000 -0.260792 0.108023 0.000000
0.000000 12.550000 0.000000 -0.282279 0.000000 0.000000
-4.802677 11.594688 0.000000 -0.260792 -0.108023 0.000000
-8.874190 8.874190 0.000000 -0.199601 -0.199601 0.000000
-11.594688 4.802677 0.000000 -0.108023 -0.260792 0.000000
-12.550000 0.000000 0.000000 -0.000000 -0.282279 0.000000
-11.594688 -4.802677 0.000000 0.108023 -0.260792 0.000000
-8.874190 -8.874190 0.000000 0.199601 -0.199601 0.000000
-4.802677 -11.594688 0.000000 0.260792 -0.108023 0.000000
-0.000000 -12.550000 0.000000 0.282279 -0.000000 0.000000
4.802677 -11.594688 0.000000 0.260792 0.108023 0.000000
8.874190 -8.874190 0.000000 0.199601 0.199601 0.000000
11.594688 -4.802677 0.000000 0.108023 0.260792 0.000000
13.460000 0.000000 0.000000 -0.000000 0.272570 0.000000
12.435419 5.150919 0.000000 -0.104308 0.251822 0.000000
9.517657 9.517657 0.000000 -0.192736 0.192736 0.000000
5.150919 12.435419 0.000000 -0.251822 0.104308 0.000000
0.000000 13.460000 0.000000 -0.272570 0.000000 0.000000
-5.150919 12.435419 0.000000 -0.251822 -0.104308 0.000000
-9.517657 9.517657 0.000000 -0.192736 -0.192736 0.000000
-12.435419 5.150919 0.000000 -0.104308 -0.251822 0.000000
-13.460000 0.000000 0.000000 -0.000000 -0.272570 0.000000
-12.435419 -5.150919 0.000000 0.104308 -0.251822 0.000000
-9.517657 -9.517657 0.000000 0.192736 -0.192736 0.000000
-5.150919 -12.435419 0.000000 0.251822 -0.104308 0.000000
-0.000000 -13.460000 0.000000 0.272570 -0.000000 0.000000
5.150919 -12.435419 0.000000 0.251822 0.104308 0.000000
9.517657 -9.517657 0.000000 0.192736 0.192736 0.000000
12.435419 -5.150919 0.000000 0.104308 0.251822 0.000000
13.540000 0.000000 0.000000 -0.000000 0.271763 0.000000
12.509329 5.181534 0.000000 -0.103999 0.251076 0.000000
9.574226 9.574226 0.000000 -0.192166 0.192166 0.000000
5.181534 12.509329 0.000000 -0.251076 0.103999 0.000000
0.000000 13.540000 0.000000 -0.271763 0.000000 0.000000
-5.181534 12.509329 0.000000 -0.251076 -0.103999 0.000000
